gene_name	biotype	mat	pat
RPS6KA1	protein_coding	True	True
MIR1976	miRNA	True	True
RN7SL679P	pseudogene	True	True
LOC124904769	snRNA	True	True
LOC124904813	snoRNA	True	True
LOC105376888	lncRNA	True	True
LOC124900417	protein_coding	True	True
LOC101928728	lncRNA	True	True
ARID1A	protein_coding	True	True
PIGV	protein_coding	True	True
RN7SL165P	pseudogene	True	True
ZDHHC18	protein_coding	True	True
SFN	protein_coding	True	True
GPN2	protein_coding	True	True
GPATCH3	protein_coding	True	True
NUDC	protein_coding	True	True
NR0B2	protein_coding	True	True
KDF1	protein_coding	True	True
RPL12P13	pseudogene	True	True
RPL32P6	pseudogene	True	True
OSTCP2	protein_coding	True	True
TRNP1	protein_coding	True	True
TENT5B	protein_coding	True	True
LOC101928391	lncRNA	True	True
SLC9A1	protein_coding	True	True
LOC102723760	lncRNA	True	True
RPL18AP5	pseudogene	True	True
CHCHD3P3	pseudogene	True	True
NPM1P39	pseudogene	True	True
SNRPEP7	pseudogene	True	True
WDTC1-DT	lncRNA	True	True
WDTC1	protein_coding	True	True
TMEM222	protein_coding	True	True
ACTG1P20	transcribed_pseudogene	True	True
RNU6-48P	pseudogene	True	True
SYTL1	protein_coding	True	True
MAP3K6	protein_coding	True	True
FCN3	protein_coding	True	True
CD164L2	protein_coding	True	True
GPR3	protein_coding	True	True
WASF2	protein_coding	True	True
LOC105376892	lncRNA	True	True
AHDC1	protein_coding	True	True
FGR	protein_coding	True	True
LOC729973	pseudogene	True	True
LINC02574	lncRNA	True	True
IFI6	protein_coding	True	True
RNU6-949P	pseudogene	True	True
CHMP1AP1	pseudogene	True	True
RNU6-424P	pseudogene	True	True
FAM76A	protein_coding	True	True
RPEP3	pseudogene	True	True
STX12	protein_coding	True	True
RNU6-1245P	pseudogene	True	True
LOC124903885	lncRNA	True	True
PPP1R8	protein_coding	True	True
SCARNA1	ncRNA	True	True
THEMIS2	protein_coding	True	True
RPA2	protein_coding	True	True
SMPDL3B	protein_coding	True	True
XKR8	protein_coding	True	True
EYA3	protein_coding	True	True
RN7SL559P	pseudogene	True	True
SPCS2P4	pseudogene	True	True
LOC100131223	pseudogene	True	True
RNU6-176P	pseudogene	True	True
RNU7-29P	pseudogene	True	True
PTAFR	protein_coding	True	True
DNAJC8	protein_coding	True	True
ATP5IF1	protein_coding	True	True
SESN2	protein_coding	True	True
MED18	protein_coding	True	True
PHACTR4	protein_coding	True	True
RNU6ATAC27P	pseudogene	True	True
SNHG3	lncRNA	True	True
RCC1	protein_coding	True	True
SNORA73A	snoRNA	True	True
SNORA73B	snoRNA	True	True
LOC124904836	snoRNA	True	True
PRDX3P2	pseudogene	True	True
TRNAU1AP	protein_coding	True	True
SNHG12	lncRNA	True	True
SNORD99	snoRNA	True	True
SNORA61	snoRNA	True	True
SNORA44	snoRNA	True	True
SNORA16A	snoRNA	True	True
RAB42	protein_coding	True	True
TAF12	protein_coding	True	True
TAF12-DT	lncRNA	True	True
RNU11	snRNA	True	True
GMEB1	protein_coding	True	True
LOC124904809	ncRNA	True	True
YTHDF2	protein_coding	True	True
OPRD1	protein_coding	True	True
EPB41	protein_coding	True	True
LOC124903886	lncRNA	True	True
RPL27P4	pseudogene	True	True
TMEM200B	protein_coding	True	True
SRSF4	protein_coding	True	True
MECR	protein_coding	True	True
LOC124903887	lncRNA	True	True
PTPRU	protein_coding	True	True
LINC01756	lncRNA	True	True
LOC107984933	lncRNA	True	True
LOC107984934	lncRNA	True	True
LINC01648	lncRNA	True	True
LOC105378617	lncRNA	True	True
LOC105378618	lncRNA	True	True
LOC124903888	lncRNA	True	True
MATN1	protein_coding	True	True
MATN1-AS1	lncRNA	True	True
LAPTM5	protein_coding	True	True
MIR4420	miRNA	True	True
LOC105378620	lncRNA	True	True
LOC105378621	lncRNA	True	True
LINC01778	lncRNA	True	True
RN7SKP91	pseudogene	True	True
LOC400748	lncRNA	True	True
SDC3	protein_coding	True	True
RN7SL371P	pseudogene	True	True
PUM1	protein_coding	True	True
SNORD103A	snoRNA	True	True
SNORD103B	snoRNA	True	True
SNORD103C	snoRNA	True	True
LOC107985097	pseudogene	True	True
SELENOWP1	pseudogene	True	True
LOC124904579	protein_coding	True	True
RPL21P22	pseudogene	True	True
LOC107984935	lncRNA	True	True
NKAIN1	protein_coding	True	True
SNRNP40	protein_coding	True	True
ZCCHC17	protein_coding	True	True
FABP3	protein_coding	True	True
LOC124903892	lncRNA	True	True
LOC105378623	lncRNA	True	True
SERINC2	protein_coding	True	True
LOC124903900	lncRNA	True	True
LOC105378625	lncRNA	True	True
LOC105379772	lncRNA	True	True
EEF1A1P46	pseudogene	True	True
RNU6-40P	pseudogene	True	True
LDC1P	transcribed_pseudogene	True	True
LINC01226	lncRNA	True	True
LOC124903917	lncRNA	True	True
LOC105378626	lncRNA	True	True
TINAGL1	protein_coding	True	True
HCRTR1	protein_coding	True	True
PEF1	protein_coding	True	True
PEF1-AS1	lncRNA	True	True
COL16A1	protein_coding	True	True
LOC101929444	lncRNA	True	True
ADGRB2	protein_coding	True	True
MIR4254	miRNA	True	True
LOC124903930	lncRNA	True	True
SPOCD1	protein_coding	True	True
PTP4A2	protein_coding	True	True
KHDRBS1	protein_coding	True	True
TMEM39B	protein_coding	True	True
MIR5585	miRNA	True	True
KPNA6	protein_coding	True	True
TXLNA	protein_coding	True	True
CCDC28B	protein_coding	True	True
IQCC	protein_coding	True	True
DCDC2B	protein_coding	True	True
TMEM234	protein_coding	True	True
EIF3I	protein_coding	True	True
MTMR9LP	transcribed_pseudogene	True	True
FAM167B	protein_coding	True	True
LCK	protein_coding	True	True
HDAC1	protein_coding	True	True
MARCKSL1	protein_coding	True	True
LOC124903949	lncRNA	True	True
LOC105378629	lncRNA	True	True
LOC124903933	lncRNA	True	True
FAM229A	protein_coding	True	True
TSSK3	protein_coding	True	True
BSDC1	protein_coding	True	True
GAPDHP20	pseudogene	True	True
LRRC37A12P	pseudogene	True	True
RN7SL122P	pseudogene	True	True
ZBTB8B	protein_coding	True	True
ZBTB8A	protein_coding	True	True
LOC124903952	lncRNA	True	True
LOC102723870	lncRNA	True	True
ZBTB8OS	protein_coding	True	True
RBBP4	protein_coding	True	True
SYNC	protein_coding	True	True
KIAA1522	protein_coding	True	True
YARS1	protein_coding	True	True
S100PBP	protein_coding	True	True
FNDC5	protein_coding	True	True
LOC105378631	lncRNA	True	True
HPCA	protein_coding	True	True
TMEM54	protein_coding	True	True
LOC105378632	lncRNA	True	True
RNF19B	protein_coding	True	True
LOC107984936	protein_coding	True	True
RPL18AP4	pseudogene	True	True
LOC100419257	pseudogene	True	True
AK2	protein_coding	True	True
LOC124903969	lncRNA	True	True
LOC105378635	lncRNA	True	True
AZIN2	protein_coding	True	True
ZNF362	protein_coding	True	True
TRIM62	protein_coding	True	True
A3GALT2	protein_coding	True	True
PHC2	protein_coding	True	True
MIR3605	miRNA	True	True
RN7SKP16	pseudogene	True	True
PHC2-AS1	lncRNA	True	True
TLR12P	pseudogene	True	True
ZSCAN20	protein_coding	True	True
LOC100422287	pseudogene	True	True
CSMD2	protein_coding	True	True
LOC124903976	lncRNA	True	True
HSPD1P14	pseudogene	True	True
HMGB4	protein_coding	True	True
CSMD2-AS1	lncRNA	True	True
RNA5SP42	pseudogene	True	True
C1orf94	protein_coding	True	True
LOC100420336	pseudogene	True	True
LOC105378639	lncRNA	True	True
LOC105378641	lncRNA	True	True
MIR552	miRNA	True	True
LOC105378642	lncRNA	True	True
GJB5	protein_coding	True	True
GJB4	protein_coding	True	True
GJB3	protein_coding	True	True
GJA4	protein_coding	True	True
SMIM12	protein_coding	True	True
DLGAP3	protein_coding	True	True
GPR199P	lncRNA	True	True
TMEM35B	protein_coding	True	True
ZMYM6	protein_coding	True	True
LOC124903990	lncRNA	True	True
RPL12P45	pseudogene	True	True
ZMYM1	protein_coding	True	True
EFCAB14P1	pseudogene	True	True
LOC105378644	lncRNA	True	True
SFPQ	protein_coding	True	True
ZMYM4	protein_coding	True	True
RN7SL503P	pseudogene	True	True
LOC124900419	snoRNA	True	True
RPL5P4	pseudogene	True	True
ZMYM4-AS1	lncRNA	True	True
RNY5P1	pseudogene	True	True
KIAA0319L	protein_coding	True	True
LOC100419802	pseudogene	True	True
NCDN	protein_coding	True	True
TFAP2E-AS1	lncRNA	True	True
TFAP2E	protein_coding	True	True
PSMB2	protein_coding	True	True
LOC105378646	lncRNA	True	True
C1orf216	protein_coding	True	True
CLSPN	protein_coding	True	True
AGO4	protein_coding	True	True
AGO1	protein_coding	True	True
AGO3	protein_coding	True	True
LOC105378647	lncRNA	True	True
LOC100128093	pseudogene	True	True
TEKT2	protein_coding	True	True
ADPRS	protein_coding	True	True
COL8A2	protein_coding	True	True
TRAPPC3	protein_coding	True	True
MAP7D1	protein_coding	True	True
RN7SL131P	pseudogene	True	True
THRAP3	protein_coding	True	True
UBE2V2P4	pseudogene	True	True
SH3D21	protein_coding	True	True
EVA1B	protein_coding	True	True
STK40	protein_coding	True	True
LOC124904012	lncRNA	True	True
LSM10	protein_coding	True	True
LOC124904013	lncRNA	True	True
RNU4-27P	pseudogene	True	True
OSCP1	protein_coding	True	True
SNORA63C	snoRNA	True	True
LOC107984940	lncRNA	True	True
MRPS15	protein_coding	True	True
CSF3R	protein_coding	True	True
FTLP18	pseudogene	True	True
LOC107984941	lncRNA	True	True
LOC105378648	lncRNA	True	True
LOC124904023	lncRNA	True	True
GRIK3	protein_coding	True	True
LOC124904027	lncRNA	True	True
MIR4255	miRNA	True	True
RNU6-636P	pseudogene	True	True
RNA5SP43	pseudogene	True	True
RPS29P6	pseudogene	True	True
LOC107984942	lncRNA	True	True
ZC3H12A-DT	lncRNA	True	True
ZC3H12A	protein_coding	True	True
MIR6732	miRNA	True	True
MEAF6	protein_coding	True	True
MIR5581	miRNA	True	True
LOC105378649	lncRNA	True	True
SNIP1	protein_coding	True	True
FTH1P1	pseudogene	True	True
RPS27P9	pseudogene	True	True
DNALI1	protein_coding	True	True
GNL2	protein_coding	True	True
RSPO1	protein_coding	True	True
C1orf109	protein_coding	True	True
CDCA8	protein_coding	True	True
EPHA10	protein_coding	True	True
LOC124904835	snoRNA	True	True
LOC105378650	lncRNA	True	True
ACTN4P2	pseudogene	True	True
LOC100129497	pseudogene	True	True
MANEAL	protein_coding	True	True
YRDC	protein_coding	True	True
C1orf122	protein_coding	True	True
MTF1	protein_coding	True	True
RPS2P13	pseudogene	True	True
INPP5B	protein_coding	True	True
RNU6-584P	pseudogene	True	True
LOC124904043	lncRNA	True	True
LOC105378651	lncRNA	True	True
SF3A3	protein_coding	True	True
RNU6-510P	pseudogene	True	True
FHL3	protein_coding	True	True
UTP11	protein_coding	True	True
POU3F1	protein_coding	True	True
MIR3659HG	lncRNA	True	True
MIR3659	miRNA	True	True
LINC02786	lncRNA	True	True
LOC105378654	lncRNA	True	True
LINC01343	lncRNA	True	True
LOC105378657	lncRNA	True	True
TUBB6P1	pseudogene	True	True
RNU6-753P	pseudogene	True	True
LOC107984943	lncRNA	True	True
LINC01685	lncRNA	True	True
LOC105378658	lncRNA	True	True
LOC105378660	lncRNA	True	True
HSPA5P1	pseudogene	True	True
RRAGC	protein_coding	True	True
MYCBP	protein_coding	True	True
GJA9-MYCBP	lncRNA	True	True
LOC105378663	lncRNA	True	True
GJA9	protein_coding	True	True
RHBDL2	protein_coding	True	True
LOC105378662	lncRNA	True	True
RNU6-605P	pseudogene	True	True
EIF1P2	pseudogene	True	True
AKIRIN1	protein_coding	True	True
NDUFS5	protein_coding	True	True
LOC124904088	lncRNA	True	True
MACF1	protein_coding	True	True
RNU6-608P	pseudogene	True	True
RNA5SP44	pseudogene	True	True
HSPE1P8	pseudogene	True	True
LOC124904101	lncRNA	True	True
BMP8A	protein_coding	True	True
TRK-CTT12-1	pseudogene	True	True
OXCT2P1	transcribed_pseudogene	True	True
PPIEL	transcribed_pseudogene	True	True
PABPC4	protein_coding	True	True
PABPC4-AS1	lncRNA	True	True
SNORA55	snoRNA	True	True
HEYL	protein_coding	True	True
NT5C1A	protein_coding	True	True
HPCAL4	protein_coding	True	True
LOC100128091	pseudogene	True	True
RNU7-121P	pseudogene	True	True
PPIE	protein_coding	True	True
BMP8B	protein_coding	True	True
OXCT2	protein_coding	True	True
BMP8B-AS1	lncRNA	True	True
LOC101929536	lncRNA	True	True
LOC105378667	lncRNA	True	True
TRIT1	protein_coding	True	True
MYCL	protein_coding	True	True
MYCL-AS1	lncRNA	True	True
MFSD2A	protein_coding	True	True
RPS2P12	pseudogene	True	True
LOC105378669	lncRNA	True	True
CAP1	protein_coding	True	True
PPT1	protein_coding	True	True
OAZ1P1	pseudogene	True	True
LOC105378671	lncRNA	True	True
RLF	protein_coding	True	True
RNU6-1237P	pseudogene	True	True
TMCO2	protein_coding	True	True
ZMPSTE24	protein_coding	True	True
COL9A2	protein_coding	True	True
RPL21P20	pseudogene	True	True
SMAP2	protein_coding	True	True
ZFP69B	protein_coding	True	True
ZFP69	protein_coding	True	True
EXO5-DT	lncRNA	True	True
EXO5	protein_coding	True	True
LOC124904149	lncRNA	True	True
ZNF684	protein_coding	True	True
LOC100328982	pseudogene	True	True
LOC105378673	lncRNA	True	True
GTF2F2P2	pseudogene	True	True
RIMS3	protein_coding	True	True
LOC105378675	lncRNA	True	True
NFYC-AS1	lncRNA	True	True
NFYC	protein_coding	True	True
MIR30E	miRNA	True	True
MIR30C1	miRNA	True	True
KCNQ4	protein_coding	True	True
RN7SL326P	pseudogene	True	True
LOC105378676	lncRNA	True	True
CITED4	protein_coding	True	True
LOC124904157	lncRNA	True	True
LOC100128362	pseudogene	True	True
UBE2V1P8	pseudogene	True	True
CTPS1	protein_coding	True	True
SLFNL1-AS1	lncRNA	True	True
SLFNL1	protein_coding	True	True
SCMH1	protein_coding	True	True
RPL23AP17	pseudogene	True	True
LOC102723924	lncRNA	True	True
RPL36AP9	pseudogene	True	True
LOC124904158	lncRNA	True	True
LOC124904159	lncRNA	True	True
FOXO6	protein_coding	True	True
FOXO6-AS1	lncRNA	True	True
LOC105378678	lncRNA	True	True
RNA5SP45	pseudogene	True	True
EDN2	protein_coding	True	True
HIVEP3	protein_coding	True	True
LOC100418723	pseudogene	True	True
LOC124904160	lncRNA	True	True
HNRNPFP1	pseudogene	True	True
LOC124904161	lncRNA	True	True
GUCA2B	protein_coding	True	True
GUCA2A	protein_coding	True	True
FOXJ3	protein_coding	True	True
RIMKLA	protein_coding	True	True
RPS15AP8	pseudogene	True	True
ZMYND12	protein_coding	True	True
CCDC30	protein_coding	True	True
PPCS	protein_coding	True	True
RPS3AP11	pseudogene	True	True
TMSB4XP1	pseudogene	True	True
RNU6-536P	pseudogene	True	True
LOC124904162	lncRNA	True	True
PPIH	protein_coding	True	True
YBX1	protein_coding	True	True
CLDN19	protein_coding	True	True
P3H1	protein_coding	True	True
C1orf50	protein_coding	True	True
TMEM269-DT	lncRNA	True	True
TMEM269	protein_coding	True	True
LOC107984946	lncRNA	True	True
SVBP	protein_coding	True	True
ERMAP	protein_coding	True	True
LOC124904163	lncRNA	True	True
ZNF691	protein_coding	True	True
LOC339539	lncRNA	True	True
LOC100420252	pseudogene	True	True
MKRN8P	pseudogene	True	True
ATP6V1E1P1	pseudogene	True	True
SLC2A1	protein_coding	True	True
ATP6V0CP4	pseudogene	True	True
SLC2A1-DT	lncRNA	True	True
RNU6-880P	pseudogene	True	True
LOC124904715	pseudogene	True	True
FAM183A	protein_coding	True	True
EBNA1BP2	protein_coding	True	True
MIR6733	miRNA	True	True
CFAP57	protein_coding	True	True
LOC105378685	lncRNA	True	True
RNA5SP46	pseudogene	True	True
LOC124904164	lncRNA	True	True
TMEM125	protein_coding	True	True
C1orf210	protein_coding	True	True
TIE1	protein_coding	True	True
MPL	protein_coding	True	True
CDC20-DT	lncRNA	True	True
CDC20	protein_coding	True	True
ELOVL1	protein_coding	True	True
MIR6734	miRNA	True	True
LOC112268225	lncRNA	True	True
MED8	protein_coding	True	True
MED8-AS1	lncRNA	True	True
SZT2	protein_coding	True	True
SZT2-AS1	lncRNA	True	True
MIR6735	miRNA	True	True
HYI	protein_coding	True	True
HYI-AS1	lncRNA	True	True
PTPRF	protein_coding	True	True
KDM4A	protein_coding	True	True
LOC124904165	lncRNA	True	True
KDM4A-AS1	lncRNA	True	True
ST3GAL3	protein_coding	True	True
ST3GAL3-AS1	lncRNA	True	True
LOC124904721	pseudogene	True	True
LOC124904166	lncRNA	True	True
MIR6079	miRNA	True	True
SHMT1P1	pseudogene	True	True
ARTN	protein_coding	True	True
LINC02918	lncRNA	True	True
LOC101929609	lncRNA	True	True
IPO13	protein_coding	True	True
DPH2	protein_coding	True	True
LOC124904167	lncRNA	True	True
ATP6V0B	protein_coding	True	True
B4GALT2	protein_coding	True	True
CCDC24	protein_coding	True	True
SLC6A9	protein_coding	True	True
LOC107984948	lncRNA	True	True
LOC124904168	lncRNA	True	True
KLF17	protein_coding	True	True
LOC124904169	lncRNA	True	True
KRT8P47	pseudogene	True	True
RN7SL479P	pseudogene	True	True
LOC100129492	pseudogene	True	True
KLF18	protein_coding	True	True
LOC100419796	pseudogene	True	True
OOSP1P1	pseudogene	True	True
LOC124904170	lncRNA	True	True
LOC100130714	pseudogene	True	True
DMAP1	protein_coding	True	True
ERI3	protein_coding	True	True
ERI3-IT1	lncRNA	True	True
SNORA110	snoRNA	True	True
RNU6-369P	pseudogene	True	True
RNF220	protein_coding	True	True
MIR5584	miRNA	True	True
LOC107984950	lncRNA	True	True
TMEM53	protein_coding	True	True
SNORD145	snoRNA	True	True
ARMH1	protein_coding	True	True
LOC105378690	lncRNA	True	True
RNU5F-1	snRNA	True	True
RNU5D-1	snRNA	True	True
KIF2C	protein_coding	True	True
SNORD160	snoRNA	True	True
RPS8	protein_coding	True	True
SNORD55	snoRNA	True	True
SNORD46	snoRNA	True	True
SNORD38A	snoRNA	True	True
SNORD38B	snoRNA	True	True
RPS15AP11	pseudogene	True	True
BEST4	protein_coding	True	True
PLK3	protein_coding	True	True
DYNLT4	protein_coding	True	True
BTBD19	protein_coding	True	True
PTCH2	protein_coding	True	True
RNU5E-6P	pseudogene	True	True
LOC107984952	lncRNA	True	True
EIF2B3	protein_coding	True	True
RNA5SP47	pseudogene	True	True
CCNB1IP1P1	pseudogene	True	True
PPIAP35	pseudogene	True	True
MRPS17P1	pseudogene	True	True
HECTD3	protein_coding	True	True
UROD	protein_coding	True	True
ZSWIM5	protein_coding	True	True
OSTCP5	pseudogene	True	True
LOC105378691	lncRNA	True	True
LINC01144	lncRNA	True	True
HPDL	protein_coding	True	True
MUTYH	protein_coding	True	True
TOE1	protein_coding	True	True
TESK2	protein_coding	True	True
LOC124904849	pseudogene	True	True
PPIAP36	pseudogene	True	True
CCDC163	protein_coding	True	True
MMACHC	protein_coding	True	True
PRDX1	protein_coding	True	True
HMGB1P48	pseudogene	True	True
AKR1A1	protein_coding	True	True
NASP	protein_coding	True	True
CCDC17	protein_coding	True	True
GPBP1L1	protein_coding	True	True
RPS15AP10	transcribed_pseudogene	True	True
RPL7AP16	pseudogene	True	True
TMEM69	protein_coding	True	True
IPP	protein_coding	True	True
LOC105378693	lncRNA	True	True
RPL6P1	pseudogene	True	True
MAST2	protein_coding	True	True
TMA16P2	pseudogene	True	True
LOC105378694	lncRNA	True	True
PIK3R3	protein_coding	True	True
P3R3URF-PIK3R3	protein_coding	True	True
LOC124904171	lncRNA	True	True
LOC101929626	lncRNA	True	True
TSPAN1	protein_coding	True	True
P3R3URF	protein_coding	True	True
POMGNT1	protein_coding	True	True
LURAP1	protein_coding	True	True
RAD54L	protein_coding	True	True
LRRC41	protein_coding	True	True
UQCRH	protein_coding	True	True
NSUN4	protein_coding	True	True
FAAH	protein_coding	True	True
FAAHP1	transcribed_pseudogene	True	True
LINC01398	lncRNA	True	True
DMBX1	protein_coding	True	True
TMEM275	protein_coding	True	True
MKNK1-AS1	lncRNA	True	True
KNCN	protein_coding	True	True
MKNK1	protein_coding	True	True
MOB3C	protein_coding	True	True
LOC105378697	lncRNA	True	True
ATPAF1	protein_coding	True	True
NENFP1	pseudogene	True	True
TEX38	protein_coding	True	True
EFCAB14-AS1	lncRNA	True	True
EFCAB14	protein_coding	True	True
LOC105378698	lncRNA	True	True
LOC105378699	lncRNA	True	True
CYP4B1	protein_coding	True	True
CYP4Z2P	transcribed_pseudogene	True	True
TUBAP8	pseudogene	True	True
CYP4A11	protein_coding	True	True
CYP4X1	protein_coding	True	True
CYP4A26P	pseudogene	True	True
CYP4A43P	pseudogene	True	True
CYP4A27P	pseudogene	True	True
CYP4A44P	pseudogene	True	True
LOC124904172	lncRNA	True	True
CYP4Z1	protein_coding	True	True
TUBAP9	pseudogene	True	True
CYP4A22	protein_coding	True	True
MTND1P34	pseudogene	True	True
LOC105378701	lncRNA	True	True
LINC00853	lncRNA	True	True
PDZK1IP1	protein_coding	True	True
TAL1	protein_coding	True	True
STIL	protein_coding	True	True
CMPK1	protein_coding	True	True
LINC01389	lncRNA	True	True
FOXE3	protein_coding	True	True
FOXD2-AS1	lncRNA	True	True
FOXD2	protein_coding	True	True
RPL21P24	pseudogene	True	True
LOC124904173	lncRNA	True	True
ATP6V0E1P4	pseudogene	True	True
LINC01738	lncRNA	True	True
LOC124904174	lncRNA	True	True
TRABD2B	protein_coding	True	True
LINC02794	lncRNA	True	True
CYP46A4P	pseudogene	True	True
SKINT1L	transcribed_pseudogene	True	True
SLC5A9	protein_coding	True	True
SPATA6	protein_coding	True	True
PPP1R8P1	pseudogene	True	True
RNU6-723P	pseudogene	True	True
LOC644462	pseudogene	True	True
RNU4-61P	pseudogene	True	True
LOC124904175	lncRNA	True	True
RPL21P25	pseudogene	True	True
AGBL4	protein_coding	True	True
BEND5	protein_coding	True	True
LOC105378706	lncRNA	True	True
LOC124904851	pseudogene	True	True
